px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
9.31005	-12.6617	-2.71012	0.944413	-1.001	9.21558	-12.6577	9.25	-12.65	-1.99893	-1.99891	4.69353	R
9.21396	-12.7677	-2.71359	0.88463	-1.01041	9.16462	-12.7506	9.15	-12.75	-1.99891	-1.9989	0.153042	L
9.10369	-12.8745	-2.71523	0.80933	-1.04553	9.08802	-12.8351	9.05	-12.85	-1.81839	-1.81839	0.206368	R
8.98998	-12.9741	-2.71408	0.745516	-1.05231	8.95936	-12.9426	8.95	-12.95	-1.81838	-1.81838	0.10356	L
8.79926	-13.0314	-2.74136	0.548918	-1.31061	8.8569	-13.1416	8.8	-13	-2.72942	-0.909806	11.6004	R
8.66583	-13.0957	-2.7346	0.471829	-1.31764	8.65422	-13.0444	8.65	-13.05	-2.72941	-0.909806	0.145613	L
8.55979	-13.1648	-2.72076	0.442007	-1.24794	8.49168	-13.0983	8.5	-13.15	-2.99987	-1.99991	1.02954	R
8.41824	-13.2225	-2.73572	0.373554	-1.24939	8.3436	-13.2381	8.35	-13.25	-2.99984	-1.9999	0.317566	L
8.23666	-13.2117	-2.77088	0.194468	-1.46795	8.19421	-13.0768	8.25	-13.2	-1.99797	0.998985	9.40001	R
8.11035	-13.2192	-2.75258	0.116803	-1.47804	8.15674	-13.1486	8.15	-13.15	-1.99797	0.998985	0.383305	L
7.98565	-13.2608	-2.71641	0.100242	-1.35353	7.9999	-13.1879	8	-13.2	-2.73	-0.910004	3.76439	R
7.83988	-13.267	-2.71208	0.0245941	-1.35631	7.85314	-13.2533	7.85	-13.25	-2.73	-0.910004	0.0197873	L
7.6765	-13.2381	-2.73158	-0.0922355	-1.433	7.57824	-13.1345	7.65	-13.25	-3.62957	0	1.50198	R
7.51514	-13.2243	-2.74643	-0.168817	-1.42562	7.45422	-13.2433	7.45	-13.25	-3.62953	0	0.219813	L
7.37887	-13.2254	-2.71516	-0.195928	-1.32824	7.33241	-13.2718	7.3	-13.25	-2.7301	0	2.55484	R
7.21579	-13.203	-2.73724	-0.260683	-1.31237	7.13166	-13.2372	7.15	-13.25	-2.73007	0	0.452857	L
7.07652	-13.188	-2.70881	-0.287106	-1.22376	6.97467	-13.1643	7	-13.25	-2.72703	0	2.31355	R
6.91667	-13.1646	-2.73144	-0.335558	-1.19648	6.84852	-13.2404	6.85	-13.25	-2.727	0	0.59735	L
6.77545	-13.1207	-2.73041	-0.391327	-1.18097	6.7113	-13.2598	6.7	-13.2	-2.72742	0.909144	0.208938	R
6.61908	-13.0838	-2.75115	-0.434877	-1.15191	6.55626	-13.1584	6.55	-13.15	-2.72742	0.909144	0.559798	L
6.48049	-13.0124	-2.75479	-0.499403	-1.15105	6.32545	-12.9303	6.4	-13.1	-2.72703	0.908994	0.292248	R
6.32453	-12.9651	-2.77761	-0.535339	-1.1151	6.25112	-13.0473	6.25	-13.05	-2.727	0.908995	0.730159	L
6.19218	-12.9157	-2.74771	-0.553646	-1.03786	6.09711	-13.0021	6.1	-13	-2.73	0.910004	2.02812	R
6.03494	-12.8676	-2.7711	-0.576373	-0.994078	5.95513	-12.9613	5.95	-12.95	-2.72998	0.909996	0.929041	L
5.91504	-12.8252	-2.74647	-0.585483	-0.927706	5.89343	-13.1185	5.8	-12.9	-2.99275	0.99759	1.98092	R
5.76685	-12.7746	-2.77285	-0.599911	-0.88634	5.6635	-12.8347	5.65	-12.85	-2.99275	0.99758	0.87276	L
5.64055	-12.6973	-2.76866	-0.637643	-0.870838	5.61778	-12.8527	5.55	-12.75	-1.81993	1.81994	0.276909	R
5.50417	-12.6132	-2.78133	-0.67269	-0.854185	5.45219	-12.6228	5.45	-12.65	-1.81994	1.81994	0.166653	L
5.38507	-12.5129	-2.78328	-0.719563	-0.852263	5.30917	-12.4284	5.35	-12.55	-1.81722	1.81723	0.14597	R
5.26474	-12.4186	-2.78635	-0.757268	-0.841253	5.25069	-12.4448	5.25	-12.45	-1.81721	1.81721	0.0544434	L
5.15551	-12.3064	-2.80165	-0.813511	-0.862933	5.13338	-12.4375	5.1	-12.35	-2.72881	1.8192	0.587674	R
5.02068	-12.2171	-2.81627	-0.829727	-0.824586	4.9499	-12.2734	4.95	-12.25	-2.72881	1.81921	0.526	L
4.91455	-12.1328	-2.76825	-0.836155	-0.755918	4.92993	-12.1787	4.9	-12.15	-0.908467	1.81693	3.12167	R
4.82019	-12.0196	-2.76316	-0.879763	-0.758949	4.84027	-12.0359	4.85	-12.05	-0.908462	1.81692	0.035211	L
4.73251	-11.8708	-2.81789	-0.9621	-0.832455	4.79909	-11.9738	4.75	-11.9	-1.81788	2.72684	4.7723	R
4.64337	-11.7461	-2.81821	-1.00354	-0.827259	4.63814	-11.758	4.65	-11.75	-1.81788	2.72683	0.0104108	L
4.56935	-11.6329	-2.75875	-1.02982	-0.788501	4.50688	-11.4491	4.6	-11.65	-0.909963	1.81994	5.28782	R
4.50401	-11.5054	-2.74942	-1.0777	-0.79524	4.5399	-11.541	4.55	-11.55	-0.909959	1.81992	0.134206	L
4.42487	-11.339	-2.83354	-1.1408	-0.829386	4.46798	-11.2692	4.5	-11.35	-0.909227	3.63689	7.62243	R
4.39415	-11.1815	-2.82713	-1.21521	-0.865209	4.45518	-11.1556	4.45	-11.15	-0.909218	3.63686	0.296226	L
4.38385	-11.0582	-2.73541	-1.28353	-0.896763	4.47788	-11.2387	4.4	-11.05	-0.909227	1.81845	8.00261	R
4.34862	-10.9188	-2.72911	-1.33359	-0.898639	4.36691	-10.9529	4.35	-10.95	-0.909222	1.81844	0.0771308	L
4.35949	-10.7756	-2.67271	-1.42369	-0.961081	4.34978	-10.6819	4.4	-10.8	0.9094	2.72823	4.32341	R
4.36569	-10.6292	-2.66521	-1.4962	-0.986313	4.42489	-10.6572	4.45	-10.65	0.909396	2.72819	0.251433	L
4.33712	-10.4958	-2.68855	-1.51788	-0.940179	4.45256	-10.5332	4.45	-10.5	0	3.00113	1.25703	R
4.36711	-10.3542	-2.68862	-1.59506	-0.97668	4.44692	-10.3512	4.45	-10.35	0	3.00113	0.404571	L
4.38884	-10.2121	-2.69016	-1.66274	-1.00342	4.41237	-9.99477	4.5	-10.2	0.999524	2.99855	0.662198	R
4.44805	-10.0676	-2.69805	-1.75154	-1.04829	4.5556	-10.0446	4.55	-10.05	0.999524	2.99856	0.757098	L
4.46908	-9.93147	-2.70649	-1.79201	-1.02495	4.57379	-9.85032	4.6	-9.9	0.998267	2.9948	0.339121	R
4.54393	-9.78896	-2.72103	-1.87876	-1.06358	4.65841	-9.75093	4.65	-9.75	0.998262	2.99479	0.878795	L
4.67011	-9.65052	-2.71752	-2.04277	-1.23622	4.60255	-9.4741	4.7	-9.65	0.910924	1.82187	5.3262	R
4.74243	-9.52312	-2.71498	-2.11097	-1.23721	4.74425	-9.53907	4.75	-9.55	0.910928	1.82186	0.0132466	L
4.75607	-9.38475	-2.70663	-2.08315	-1.07778	4.78405	-9.35872	4.8	-9.4	0.908038	2.72411	3.46009	R
4.84209	-9.25685	-2.71079	-2.14908	-1.08386	4.87523	-9.25457	4.85	-9.25	0.908033	2.7241	0.0627544	L
4.89004	-9.11864	-2.70964	-2.15181	-0.985137	4.92663	-9.02336	4.95	-9.1	1.81851	2.72776	1.6785	R
4.98968	-8.9918	-2.72179	-2.21437	-0.991043	5.04624	-8.96378	5.05	-8.95	1.81852	2.72777	0.220062	L
5.04308	-8.85113	-2.71974	-2.20331	-0.872858	5.1055	-8.72095	5.15	-8.8	1.8165	2.72476	2.5382	R
5.15948	-8.71942	-2.74765	-2.26225	-0.877885	5.26299	-8.64398	5.25	-8.65	1.8165	2.72475	0.889968	L
5.27634	-8.61112	-2.75599	-2.33522	-0.921222	5.34134	-8.5519	5.35	-8.55	1.82159	1.8216	0.408958	R
5.39269	-8.49456	-2.77174	-2.38693	-0.919	5.43218	-8.43885	5.45	-8.45	1.82157	1.82157	0.248832	L
5.45602	-8.36196	-2.75111	-2.34948	-0.752771	5.5122	-8.36624	5.5	-8.35	0.908054	1.81609	4.63298	R
5.5603	-8.25315	-2.75108	-2.38742	-0.749213	5.54143	-8.23537	5.55	-8.25	0.908054	1.8161	0.0360836	L
5.7057	-8.17703	-2.76278	-2.48875	-0.863648	5.72065	-8.20245	5.7	-8.15	2.72851	1.81902	2.26315	R
5.8325	-8.07832	-2.77418	-2.53375	-0.858867	5.85207	-8.0316	5.85	-8.05	2.72849	1.81899	0.137537	L
5.88829	-7.9374	-2.7313	-2.44072	-0.584279	5.99121	-7.96746	5.95	-7.9	1.81851	2.72777	13.3784	R
6.01227	-7.8264	-2.75087	-2.46806	-0.57566	6.04955	-7.75139	6.05	-7.75	1.81852	2.72777	0.378877	L
6.11887	-7.71877	-2.74645	-2.46619	-0.507279	6.20599	-7.74241	6.15	-7.65	1.81739	1.81739	0.947638	R
6.2397	-7.61471	-2.7568	-2.48903	-0.500447	6.2473	-7.56333	6.25	-7.55	1.81739	1.81739	0.146586	L
6.34195	-7.50163	-2.74996	-2.4703	-0.408296	6.39144	-7.48582	6.35	-7.45	1.8164	1.81641	1.53118	R
6.45888	-7.40038	-2.75419	-2.48748	-0.402293	6.44526	-7.36223	6.45	-7.35	1.81638	1.81638	0.0889728	L
6.58843	-7.31484	-2.75985	-2.52208	-0.42561	6.66209	-7.31025	6.6	-7.25	2.72856	1.81904	0.159531	R
6.7191	-7.21182	-2.77765	-2.53904	-0.416939	6.74856	-7.14204	6.75	-7.15	2.72856	1.81904	0.31462	L
6.82219	-7.09936	-2.76762	-2.50815	-0.311183	6.83447	-7.05268	6.85	-7.05	1.82066	1.82066	1.99908	R
6.95071	-7.00089	-2.77955	-2.52189	-0.306488	6.97717	-6.96144	6.95	-6.95	1.82065	1.82065	0.123741	L
7.07995	-6.93276	-2.79009	-2.56634	-0.364587	7.13677	-6.88363	7.1	-6.85	2.99976	1.99984	0.718174	R
7.20737	-6.83623	-2.81439	-2.57599	-0.353474	7.2552	-6.74652	7.25	-6.75	2.99976	1.99984	0.567381	L
7.26966	-6.69624	-2.78495	-2.46441	-0.098916	7.234	-6.59525	7.3	-6.65	0.999384	1.99876	12.7246	R
7.37207	-6.59622	-2.78831	-2.46038	-0.0894104	7.33491	-6.53948	7.35	-6.55	0.999369	1.99874	0.247706	L
7.56201	-6.58665	-2.80822	-2.63007	-0.412039	7.67988	-6.69347	7.5	-6.55	2.72747	0	19.7907	R
7.68867	-6.52189	-2.794	-2.65513	-0.415528	7.64389	-6.55777	7.65	-6.55	2.72745	0	0.178081	L
7.79272	-6.42286	-2.76405	-2.6031	-0.259856	7.94309	-6.60222	7.75	-6.45	1.81623	1.81624	6.30996	R
7.91168	-6.34526	-2.75323	-2.61362	-0.256672	7.84566	-6.34021	7.85	-6.35	1.81623	1.81624	0.230003	L
8.05785	-6.29178	-2.76282	-2.67322	-0.34997	7.9171	-6.24084	8	-6.3	2.72648	0.908821	2.12633	R
8.18645	-6.22626	-2.75476	-2.69147	-0.349527	8.14601	-6.23101	8.15	-6.25	2.72645	0.908817	0.0872757	L
8.26374	-6.09397	-2.70378	-2.5694	-0.0661995	8.37368	-6.18614	8.25	-6.1	1.81898	2.72847	18.1858	R
8.38384	-6.00207	-2.70665	-2.56462	-0.0567891	8.35502	-5.95811	8.35	-5.95	1.81897	2.72844	0.151772	L
8.5406	-5.96548	-2.72434	-2.6566	-0.234695	8.43843	-5.87193	8.5	-5.9	2.72647	0.90883	6.48982	R
8.66877	-5.89005	-2.72404	-2.66432	-0.229091	8.64201	-5.86567	8.65	-5.85	2.72645	0.908817	0.0706694	L
8.77011	-5.78249	-2.70049	-2.60143	-0.0821222	8.76652	-5.75601	8.75	-5.75	1.81789	1.81788	4.53332	R
8.89083	-5.69452	-2.70165	-2.59676	-0.0720193	8.85198	-5.65134	8.85	-5.65	1.81789	1.81788	0.18414	L
9.02394	-5.62361	-2.70954	-2.62155	-0.118364	8.91028	-5.47662	9	-5.55	2.73109	1.82073	0.933694	R
9.15074	-5.52999	-2.7198	-2.61491	-0.103686	9.13482	-5.45989	9.15	-5.45	2.73106	1.82072	0.294124	L
9.25771	-5.42238	-2.70664	-2.5601	0.0135956	9.32693	-5.39468	9.25	-5.35	1.81796	1.81795	2.8015	R
9.37435	-5.32258	-2.71101	-2.54601	0.0282681	9.33045	-5.26019	9.35	-5.25	1.81794	1.81793	0.323252	L
9.50533	-5.24565	-2.71866	-2.56536	-0.016287	9.4498	-5.12838	9.5	-5.15	2.72905	1.81937	0.641147	R
9.63176	-5.13674	-2.73757	-2.54973	0.00183008	9.63754	-5.04328	9.65	-5.05	2.72903	1.81935	0.505017	L
9.69443	-4.9934	-2.7106	-2.4185	0.257302	9.83281	-5.00671	9.7	-4.95	0.998666	1.99733	13.3371	R
9.78844	-4.89076	-2.71266	-2.39607	0.267545	9.74856	-4.84745	9.75	-4.85	0.998656	1.99731	0.189961	L
9.89584	-4.78575	-2.71298	-2.37384	0.283504	9.96003	-4.81123	9.85	-4.75	1.8172	1.81719	0.109233	R
9.99187	-4.67755	-2.70681	-2.35239	0.289981	9.93394	-4.66432	9.95	-4.65	1.81717	1.81717	0.185623	L
10.0983	-4.57371	-2.70777	-2.34047	0.283183	10.1357	-4.58625	10.05	-4.55	1.82042	1.82043	0.0242138	R
10.192	-4.46092	-2.70454	-2.31864	0.290021	10.1444	-4.44253	10.15	-4.45	1.82041	1.82042	0.138545	L
10.3376	-4.39428	-2.71536	-2.39942	0.102628	10.3185	-4.35401	10.3	-4.35	2.72672	1.81782	6.56693	R
10.4473	-4.28347	-2.72299	-2.38874	0.10758	10.4496	-4.24828	10.45	-4.25	2.7267	1.8178	0.0704746	L
10.482	-4.11738	-2.69386	-2.23309	0.399522	10.5826	-4.11494	10.5	-4.1	0.908764	2.72628	17.244	R
10.5686	-3.98916	-2.70001	-2.20437	0.406462	10.5542	-3.95161	10.55	-3.95	0.908764	2.72628	0.0914349	L
10.6556	-3.86662	-2.70248	-2.18215	0.404786	10.6618	-3.80699	10.65	-3.8	1.8194	2.72911	0.0345119	R
10.7418	-3.72529	-2.72048	-2.15197	0.412016	10.7602	-3.65417	10.75	-3.65	1.81939	2.72908	0.301996	L
10.8548	-3.62249	-2.7245	-2.19108	0.291479	10.8593	-3.57039	10.85	-3.55	1.81839	1.81838	2.57788	R
10.9399	-3.49333	-2.72992	-2.17164	0.294685	10.9375	-3.46792	10.95	-3.45	1.81838	1.81838	0.0366947	L
10.9812	-3.33901	-2.72457	-2.07642	0.448194	11.0183	-3.30073	11	-3.3	0.908549	2.72563	4.30224	R
11.0538	-3.19463	-2.73731	-2.04735	0.451966	11.0672	-3.14607	11.05	-3.15	0.908549	2.72564	0.141	L
11.1038	-3.0478	-2.73867	-1.99101	0.512421	11.1054	-3.01303	11.1	-3	0.90888	2.72663	0.628502	R
11.1592	-2.89688	-2.74849	-1.9559	0.518851	11.1428	-2.8481	11.15	-2.85	0.908863	2.72661	0.148265	L
11.2086	-2.752	-2.75019	-1.91963	0.532129	11.1758	-2.69942	11.2	-2.7	0.909988	2.72995	0.0640299	R
11.2559	-2.59573	-2.76275	-1.88467	0.536883	11.2495	-2.5409	11.25	-2.55	0.909988	2.72995	0.169692	L
11.2037	-2.40416	-2.77338	-1.68049	0.885616	11.4549	-2.46508	11.2	-2.4	-0.907692	2.72306	22.3236	R
11.2089	-2.24961	-2.77258	-1.6265	0.891089	11.1705	-2.24061	11.15	-2.25	-0.907683	2.72304	0.0833379	L
11.3335	-2.14891	-2.72289	-1.78416	0.483808	11.2202	-2.08176	11.25	-2.1	1.8219	2.73284	29.4145	R
11.3613	-1.99671	-2.7286	-1.75536	0.485302	11.3536	-1.97104	11.35	-1.95	1.82188	2.73281	0.0394069	L
11.3504	-1.83938	-2.73036	-1.67715	0.582326	11.224	-1.77367	11.35	-1.8	0	2.71996	1.79533	R
11.3641	-1.68111	-2.7398	-1.64375	0.582513	11.3661	-1.64386	11.35	-1.65	0	2.71993	0.0761117	L
11.3619	-1.52807	-2.74179	-1.59909	0.604439	11.2691	-1.47976	11.35	-1.5	0	2.73448	0.193361	R
11.3594	-1.37179	-2.74757	-1.56255	0.607256	11.3391	-1.34511	11.35	-1.35	0	2.73446	0.0610577	L
11.2376	-1.2188	-2.77092	-1.34802	0.971324	11.2507	-1.19626	11.25	-1.2	-1.99969	2.99952	24.2739	R
11.1954	-1.07721	-2.778	-1.2938	0.976101	11.1532	-1.04324	11.15	-1.05	-1.99967	2.99949	0.157589	L
11.1299	-0.940565	-2.78901	-1.21339	1.03373	10.9697	-0.89157	11.1	-0.9	-1.00006	3.00024	0.943833	R
11.0763	-0.79935	-2.80263	-1.16122	1.03184	11.0654	-0.742685	11.05	-0.75	-1.00006	3.00021	0.179322	L
10.972	-0.659904	-2.82467	-1.04673	1.14278	10.8913	-0.655608	10.95	-0.649999	-1.81771	1.81773	2.68705	R
10.882	-0.532576	-2.82051	-0.977845	1.14998	10.8418	-0.549005	10.85	-0.549999	-1.81772	1.81773	0.101904	L
10.7935	-0.408351	-2.81832	-0.91609	1.14801	10.827	-0.442912	10.75	-0.45	-1.81842	1.8184	0.0256444	R
10.689	-0.301558	-2.80604	-0.84525	1.15923	10.6642	-0.353413	10.65	-0.35	-1.8184	1.81839	0.183724	L
10.521	-0.217331	-2.87225	-0.672653	1.38077	10.5503	-0.248633	10.5	-0.25	-3.00035	2.00024	13.6111	R
10.3959	-0.141294	-2.86657	-0.593944	1.39279	10.3487	-0.171899	10.35	-0.15	-3.00032	2.00022	0.174426	L
10.2917	-0.0655192	-2.83512	-0.55036	1.3412	10.2559	-0.115293	10.25	-0.0999996	-2.00053	1.00027	1.48616	R
10.1624	-0.00721174	-2.82783	-0.473774	1.35412	10.137	-0.0462889	10.15	-0.0499992	-2.00053	1.00027	0.123984	L
10.0611	0.0564355	-2.77796	-0.443406	1.28276	10.0717	0.0165033	10.05	9.49949e-07	-2.00009	1.00004	3.45608	R
9.93139	0.0990323	-2.76941	-0.369897	1.29621	9.92833	0.0556031	9.95	0.0500011	-2.00006	1.00003	0.109375	L
9.78966	0.134829	-2.79011	-0.283509	1.33553	9.8478	0.0279858	9.8	0.0500011	-3.00025	0	1.1407	R
9.64976	0.137204	-2.77219	-0.191693	1.37062	9.65029	0.0372757	9.65	0.0500011	-3.00024	0	0.586219	L
9.5064	0.156705	-2.79218	-0.114387	1.38667	9.54682	0.0997641	9.5	0.100001	-2.99825	0.999409	0.656425	R
9.36255	0.159207	-2.79223	-0.0364307	1.39717	9.33515	0.138463	9.35	0.15	-2.99825	0.999409	0.0667866	L
9.24232	0.13323	-2.69302	0.0470267	1.40627	9.46113	0.134275	9.25	0.15	-1.81915	0	9.46836	R
9.10184	0.133045	-2.69092	0.112282	1.39186	9.13787	0.161547	9.15	0.15	-1.81913	0	0.11963	L
8.96142	0.140319	-2.72864	0.157369	1.35613	9.02723	0.196492	9	0.2	-2.99927	0.99976	1.80702	R
8.82891	0.152695	-2.73295	0.190993	1.31196	8.82128	0.250523	8.85	0.25	-2.99927	0.99976	0.593856	L
8.68553	0.15446	-2.76569	0.224351	1.26388	8.67607	0.247512	8.7	0.25	-2.99873	0	1.59132	R
8.55237	0.155476	-2.76454	0.255148	1.22312	8.54916	0.247046	8.55	0.25	-2.99871	0	0.519378	L
8.40964	0.125881	-2.7587	0.310867	1.21015	8.44086	0.253341	8.4	0.25	-2.72872	0	0.306524	R
8.2618	0.127937	-2.75494	0.329553	1.1505	8.2302	0.258614	8.25	0.25	-2.72871	0	1.11974	L
8.11733	0.119643	-2.78072	0.341039	1.07976	8.1066	0.204722	8.1	0.2	-2.99909	-0.9997	1.87283	R
7.98243	0.0863549	-2.78165	0.379732	1.0603	7.94777	0.127954	7.95	0.15	-2.9991	-0.9997	0.169943	L
7.83332	0.0783917	-2.80969	0.374866	0.968575	7.82213	0.149733	7.8	0.15	-3.00101	0	2.87158	R
7.69361	0.059239	-2.80679	0.391251	0.928993	7.63383	0.15164	7.65	0.15	-3.00099	0	0.712269	L
7.54893	0.0125614	-2.80549	0.427398	0.909492	7.49691	0.101076	7.5	0.100001	-2.72698	-0.908982	0.224264	R
7.40051	-0.0212766	-2.79993	0.447354	0.8728	7.35046	0.0656199	7.35	0.0500011	-2.72695	-0.908974	0.599057	L
7.28846	-0.0983342	-2.77912	0.519158	0.927423	7.13188	-0.00451978	7.25	9.49949e-07	-2.00032	-1.00016	2.0805	R
7.16496	-0.140574	-2.76818	0.540713	0.898258	7.14965	-0.0559868	7.15	-0.0499992	-2.0003	-1.00015	0.442007	L
6.99719	-0.168349	-2.79452	0.510715	0.764732	6.77233	-0.150907	7	-0.15	-2.72534	-1.8169	4.31142	R
6.8639	-0.241591	-2.79295	0.548901	0.76018	6.85872	-0.227918	6.85	-0.25	-2.72532	-1.81688	0.0125841	L
6.80677	-0.400295	-2.75016	0.72331	1.00117	6.70421	-0.347264	6.8	-0.349999	-1.00053	-2.00107	15.181	R
6.71099	-0.482607	-2.73876	0.766967	0.994959	6.74687	-0.441006	6.75	-0.449999	-1.00054	-2.00107	0.161601	L
6.60947	-0.562739	-2.73444	0.792589	0.953501	6.72084	-0.550555	6.65	-0.549999	-2.00016	-2.00017	0.43653	R
6.52003	-0.655172	-2.72595	0.837252	0.95128	6.54837	-0.624094	6.55	-0.65	-2.00016	-2.00017	0.093071	L
6.47369	-0.814578	-2.72743	0.985518	1.13154	6.40088	-0.78131	6.5	-0.799999	-0.999884	-2.99963	5.92947	R
6.40908	-0.936238	-2.72705	1.04899	1.13934	6.44859	-0.960126	6.45	-0.949999	-0.999884	-2.99963	0.113936	L
6.36639	-1.08223	-2.73604	1.15447	1.22569	6.37766	-1.0844	6.4	-1.1	-0.999984	-2.99995	1.20075	R
6.32155	-1.21473	-2.7372	1.22192	1.23202	6.35596	-1.24356	6.35	-1.25	-0.999969	-2.99992	0.107114	L
6.32813	-1.38721	-2.75855	1.37367	1.39191	6.5527	-1.43518	6.35	-1.4	0	-3.00132	4.86199	R
6.31357	-1.52741	-2.75859	1.44913	1.39797	6.35503	-1.55184	6.35	-1.55	0	-3.00129	0.121821	L
6.29031	-1.66562	-2.7437	1.50157	1.35313	6.33086	-1.6454	6.35	-1.65	0	-1.81769	0.47764	R
6.29491	-1.80708	-2.72979	1.5803	1.362	6.34356	-1.7483	6.35	-1.75	0	-1.81769	0.302823	L
6.31684	-1.952	-2.7432	1.67561	1.41275	6.34522	-1.96081	6.35	-1.95	0	-3.99976	0.594351	R
6.33649	-2.09203	-2.74803	1.74688	1.41173	6.34095	-2.12276	6.35	-2.15	0	-3.99972	0.0491146	L
6.32102	-2.20895	-2.70306	1.74334	1.26927	6.3068	-2.23646	6.35	-2.25	0	-2	5.62907	R
6.34805	-2.34252	-2.70483	1.80652	1.26835	6.34785	-2.35274	6.35	-2.35	0	-1.99998	0.00533689	L
6.34874	-2.46562	-2.67513	1.81767	1.16956	6.26272	-2.46894	6.35	-2.5	0	-3	2.86418	R
6.37986	-2.60118	-2.6837	1.87135	1.16154	6.36265	-2.64414	6.35	-2.65	0	-3	0.112855	L
6.43258	-2.73521	-2.70501	1.94757	1.19862	6.38105	-2.77438	6.4	-2.8	1.00003	-3.00012	0.73128	R
6.47841	-2.87255	-2.71996	1.99895	1.18456	6.461	-2.95066	6.45	-2.95	1.00003	-3.00009	0.337036	L
6.55158	-3.01107	-2.76366	2.08198	1.23441	6.50958	-3.15806	6.5	-3.15	0.999284	-3.99712	2.37003	R
6.60031	-3.16623	-2.8009	2.11583	1.19161	6.55345	-3.36165	6.55	-3.35	0.999284	-3.99712	2.16288	L
6.63993	-3.30038	-2.75063	2.11806	1.07371	6.64067	-3.46888	6.6	-3.45	0.909922	-1.81983	6.81166	R
6.69857	-3.45204	-2.77058	2.15049	1.03703	6.63536	-3.55462	6.65	-3.55	0.909917	-1.81984	0.82662	L
6.7688	-3.57793	-2.78253	2.19254	1.02469	6.70376	-3.69784	6.7	-3.7	0.999335	-2.99802	0.402631	R
6.82353	-3.72182	-2.80509	2.209	0.977611	6.75151	-3.84595	6.75	-3.85	0.99934	-2.99802	1.19092	L
6.87833	-3.85448	-2.77283	2.21609	0.901389	6.65288	-3.91672	6.8	-4	0.908549	-2.72564	3.00978	R
6.93725	-4.01564	-2.79672	2.22122	0.842439	6.85764	-4.15466	6.85	-4.15	0.908537	-2.72561	1.52537	L
6.9767	-4.14613	-2.72223	2.19594	0.715895	6.9447	-4.2991	6.9	-4.25	0.90988	-1.81977	10.0421	R
7.03627	-4.28936	-2.72889	2.20324	0.67559	6.94846	-4.34203	6.95	-4.35	0.909876	-1.81975	0.639209	L
7.10717	-4.41003	-2.7299	2.22075	0.651513	7.09552	-4.55441	7	-4.5	1.00008	-3.00024	0.401233	R
7.14969	-4.55474	-2.74128	2.20646	0.592704	7.03506	-4.6461	7.05	-4.65	1.00008	-3.00024	1.31963	L
7.25718	-4.6802	-2.80702	2.26298	0.649731	7.25009	-4.88515	7.15	-4.8	1.99984	-2.99976	5.25466	R
7.31956	-4.82293	-2.82302	2.25727	0.60111	7.26242	-4.9318	7.25	-4.95	1.99984	-2.99976	0.921236	L
7.36689	-4.93951	-2.76381	2.23505	0.51206	7.33292	-5.08676	7.3	-5.05	1.00028	-2.00057	6.57291	R
7.42378	-5.07756	-2.77306	2.22486	0.467049	7.3521	-5.15533	7.35	-5.15	1.00028	-2.00056	0.696835	L
7.48978	-5.19592	-2.75926	2.22499	0.431412	7.40318	-5.28627	7.4	-5.3	1.00003	-3.00012	0.67401	R
7.53567	-5.34434	-2.77048	2.19916	0.372157	7.44098	-5.44336	7.45	-5.45	1.00004	-3.00012	1.17494	L
7.6119	-5.46307	-2.77894	2.21244	0.36902	7.46878	-5.50726	7.55	-5.55	1.99961	-1.99961	0.399528	R
7.68331	-5.59134	-2.78713	2.21279	0.346346	7.66561	-5.647	7.65	-5.65	1.9996	-1.9996	0.206296	L
7.74909	-5.7104	-2.77141	2.20732	0.310611	7.70927	-5.8194	7.7	-5.8	1.00027	-3.00084	0.797304	R
7.80418	-5.85706	-2.78605	2.1847	0.263256	7.75724	-5.96146	7.75	-5.95	1.00028	-3.00084	0.808863	L
7.8815	-5.9728	-2.79302	2.19758	0.267254	7.71187	-5.94164	7.85	-6.05	1.9998	-1.99981	0.518558	R
7.95553	-6.09915	-2.80046	2.19776	0.250968	7.95005	-6.14609	7.95	-6.15	1.9998	-1.9998	0.131024	L
8.00613	-6.21506	-2.75356	2.17214	0.185111	8.03808	-6.28852	8	-6.25	1.00004	-2.00008	4.27702	R
8.07265	-6.33769	-2.75552	2.16845	0.169295	8.04346	-6.35767	8.05	-6.35	1.00004	-2.00008	0.0793274	L
8.18245	-6.45355	-2.81116	2.21513	0.238942	8.1071	-6.48544	8.15	-6.5	1.99951	-2.99928	5.44916	R
8.25652	-6.58619	-2.82348	2.20868	0.216488	8.25742	-6.66007	8.25	-6.65	1.9995	-2.99925	0.311899	L
8.30699	-6.70958	-2.75164	2.17266	0.132417	8.38768	-6.7963	8.3	-6.75	0.90921	-1.81841	9.42806	R
8.37518	-6.84723	-2.75364	2.16102	0.109503	8.33159	-6.8699	8.35	-6.85	0.90921	-1.81841	0.154992	L
8.46313	-6.96804	-2.77385	2.17414	0.123635	8.58336	-7.15056	8.4	-7	1.0001	-3.00036	0.792033	R
8.51585	-7.10481	-2.77974	2.15088	0.0881953	8.45779	-7.15285	8.45	-7.15	1.00011	-3.00036	0.368993	L
8.59133	-7.21911	-2.78735	2.16021	0.100188	8.37938	-7.10665	8.55	-7.25	1.99907	-1.99908	1.00131	R
8.66266	-7.3387	-2.78793	2.15892	0.0926166	8.647	-7.3454	8.65	-7.35	1.99908	-1.99908	0.0183896	L
